Group 1,Group 2,Group 3
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21053', 'Distance: 0.02178']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21053', 'Distance: 0.02178']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.21429', 'Distance: 0.02553']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.14286', 'Distance: 0.01006']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22222', 'Distance: 0.03347']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22727', 'Distance: 0.03852']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.22857', 'Distance: 0.03982']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23077', 'Distance: 0.04202']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23077', 'Distance: 0.04202']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23077', 'Distance: 0.04202']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23529', 'Distance: 0.04654']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23810', 'Distance: 0.04934']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23810', 'Distance: 0.04934']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23810', 'Distance: 0.04934']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.23810', 'Distance: 0.04934']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.24000', 'Distance: 0.05125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
"['Value: 0.16667', 'Distance: 0.01375']","['Value: 0.50000', 'Distance: 0.03201']","['Value: 0.25000', 'Distance: 0.06125']"
